,0
4236,127
4238,132
4239,117
4241,109
4242,074
4244,094
4247,105
4248,131
4249,105
4250,097
4251,102
4253,093
4254,097
4255,096
4256,097
4257,091
4259,086
4260,088
4262,107
4263,090
4264,153
4265,096
4266,104
4267,096
4268,136
4269,131
4270,135
4271,150
4272,098
4273,158
4274,163
4275,098
4276,077
4277,107
4278,116
4279,135
4280,104
4281,139
4282,085
4283,110
4284,172
4285,128
4286,134
4289,098
4290,079
4291,097
4294,102
4295,106
4296,086
4298,127
4299,094
4300,185
4301,136
4302,105
4304,080
4305,084
4306,097
4307,092
4308,116
4310,095
4313,099
4314,077
4315,121
4316,091
4318,100
4319,091
4320,102
4321,119
4323,115
4324,100
4327,068
4330,044
4331,072
4332,073
4333,073
4334,044
4335,044
4338,115
4341,061
4342,086
4344,104
4345,082
4347,092
4351,090
4352,099
4355,109
4356,093
4357,100
4358,107
4359,095
4360,111
4362,086
4363,111
4364,108
4365,101
4366,099
4367,100
4368,099
4372,104
4374,138
4376,088
4379,122
4380,141
4381,147
4382,092
4384,073
4392,085
4393,097
4394,091
4395,171
4396,130
4397,080
4398,101
4399,091
4400,099
4405,093
4406,096
4407,102
4408,095
4409,085
4410,097
4411,095
4412,083
4413,115
4414,072
4415,069
4416,076
4417,060
4418,051
4419,061
4420,114
4421,092
4422,082
4423,042
4424,131
4425,165
4426,091
4427,101
4430,053
4435,121
4436,059
4439,110
4440,066
4441,137
4442,103
4443,132
4446,108
4447,108
4450,089
4452,107
4453,091
4454,117
4455,084
4456,096
4457,117
4458,106
4460,124
4462,104
4463,087
4464,113
4465,093
4467,059
4469,118
4473,097
4474,064
4475,094
4476,115
4477,099
4480,107
4482,102
4483,125
4484,208
4485,161
4486,116
4488,106
4490,237
4491,131
4492,102
4493,103
4494,104
4498,109
4499,092
4500,103
4501,096
4503,117
4506,061
4507,089
4508,092
4509,090
4510,091
4514,050
4515,084
4516,087
4517,094
4518,133
4519,097
4520,053
4521,113
4522,053
4523,054
4524,053
4525,054
4526,113
4527,053
4528,053
4529,053
4530,054
4531,054
4532,052
4533,054
4534,054
4535,053
4536,053
4537,053
4538,113
4539,053
4541,086
4542,102
4543,114
4544,099
4549,055
4550,091
4554,117
4555,124
4556,102
4558,122
4559,084
4560,084
4561,120
4563,127
4564,122
4565,125
4569,072
4570,047
4572,023
4573,023
4574,121
4576,107
4577,140
4579,091
4580,089
4583,154
4585,103
4586,103
4587,106
4588,129
4591,102
4592,109
4593,157
4594,146
4595,146
4597,110
4598,121
4599,096
4600,102
4602,096
4606,082
4607,119
4608,169
4609,101
4610,097
4612,116
4615,100
4617,089
4618,092
4619,107
4620,095
4621,101
4622,078
4623,079
4624,086
4625,070
4626,066
4627,073
4628,083
4629,072
4632,111
4633,133
4634,142
4635,166
4636,160
4637,135
4638,135
4640,128
4641,120
4642,092
4643,087
4644,070
4645,031
4646,092
4647,089
4649,102
4650,093
4651,095
4656,086
4658,090
4659,097
4660,090
4661,088
4662,076
4663,086
4664,084
4665,099
4666,096
4667,111
4669,124
4670,093
4673,139
4674,091
4675,086
4676,061
4678,095
4680,107
4681,087
4682,104
4684,122
4687,097
4688,101
4689,096
4690,103
4691,088
4692,093
4693,090
4694,090
4695,092
4697,063
4698,103
4699,103
4701,094
4702,035
4703,085
4707,122
4708,102
4709,110
4710,116
4712,100
4713,105
4714,100
4715,118
4717,105
4718,117
4720,126
4721,129
4723,089
4727,082
4729,044
4730,071
4732,074
4733,130
4735,089
4736,106
4737,107
4738,134
4739,082
4740,082
4741,098
4742,096
4743,108
4746,106
4747,091
4748,163
4749,119
4751,125
4752,137
4753,112
4754,171
4755,069
4756,087
4757,137
4758,089
4761,094
4762,111
4764,074
4767,086
4768,093
4770,093
4772,106
4773,187
4774,109
4775,116
4776,077
4777,084
4778,063
4780,124
4781,072
4783,033
4785,115
4786,084
4789,140
4790,068
4791,090
4792,094
4794,117
4795,105
4796,066
4798,066
4799,091
4801,104
4803,110
4804,114
4805,073
4808,085
4809,112
4810,090
4812,048
4813,109
4814,098
4815,134
4816,095
4817,125
4818,089
4819,089
4820,092
4823,108
4824,102
4825,076
4826,104
4827,072
4828,109
4830,026
4833,105
4834,050
4835,092
4836,095
4837,093
4838,170
4839,170
4840,082
4841,108
4842,129
4843,085
4844,126
4845,159
4846,150
4847,118
4848,125
4849,112
4850,138
4851,096
4852,081
4853,108
4854,128
4855,081
4856,081
4857,090
4859,092
4861,112
4862,130
4863,065
4865,124
4868,127
4869,102
4870,081
4872,146
4873,133
4874,091
4877,081
4878,108
4879,120
4880,162
4881,106
4882,149
4883,092
4885,065
4886,028
4888,019
4889,025
4890,022
4891,040
4892,022
4893,024
4894,087
4896,097
4897,098
4900,098
4901,119
4902,088
4905,122
4907,088
4908,096
4909,114
4913,077
4915,098
4916,102
4917,138
4919,090
4920,128
4921,104
4922,086
4925,124
4942,024
4943,046
4944,024
4946,055
4948,024
4949,023
4955,024
4956,024
4957,106
4958,117
4960,052
4961,164
4962,127
4963,086
4966,084
4968,095
4969,131
4970,152
4971,093
4974,029
4975,097
4976,100
4978,124
4981,163
4982,084
4984,103
4986,092
4987,113
4989,088
4990,083
4991,100
4993,143
4994,102
4998,082
5000,165
5001,119
5002,154
5003,158
5005,092
5006,093
5007,087
5008,091
5009,120
5010,089
5011,024
5012,092
5014,149
5015,136
5016,120
5018,153
5019,096
5020,120
5022,161
5024,137
5025,057
5028,106
5029,098
5030,138
5032,128
5039,125
5041,093
5042,120
5043,124
5045,132
5046,098
5047,162
5048,150
5051,085
5052,155
5053,139
5054,099
5055,113
5056,071
5057,090
5058,083
5059,103
5060,143
5061,064
5062,063
5063,129
5064,093
5065,113
5067,117
5068,093
5069,124
5070,134
5071,119
5073,092
5075,097
5076,088
5077,177
5078,131
5080,119
5081,104
5083,116
5084,113
5085,069
5086,083
5087,032
5088,142
5089,178
5090,133
5092,090
5093,154
5094,100
5095,122
5096,115
5097,159
5098,110
5099,153
5100,126
5103,076
5104,088
5105,086
5106,104
5107,059
5108,230
5112,099
5113,144
5114,098
5115,046
5116,046
5118,127
5121,123
5122,111
5125,101
5127,073
5131,090
5133,081
5134,114
5135,112
5136,080
5138,100
5140,024
5141,100
5142,062
5145,116
5147,096
5148,049
5149,065
5150,084
5151,071
5152,074
5153,059
5154,059
5155,057
5156,088
5157,095
5158,112
5159,112
5160,152
5166,097
5167,097
5168,090
5170,094
5171,105
5172,028
5174,102
5176,124
5177,097
5178,118
5180,095
5181,092
5182,102
5183,100
5185,087
5188,120
5189,084
5192,066
5195,092
5196,031
5197,059
5198,059
5199,105
5200,079
5202,079
5203,099
5205,081
5206,091
5207,101
5209,099
5211,103
5212,088
5213,087
5214,132
5217,083
5218,101
5220,095
5221,107
5223,107
5224,105
5225,118
5227,087
5228,094
5229,073
5230,136
5231,096
5232,097
5233,044
5234,045
5235,092
5240,103
5241,110
5242,139
5243,046
5244,120
5245,119
5246,119
5247,100
5248,092
5249,104
5250,066
5251,053
5252,093
5253,116
5254,103
5255,104
5256,098
5257,080
5258,090
5259,079
5260,142
5261,135
5263,124
5265,110
5266,105
5267,141
5268,122
5269,075
5270,063
5271,093
5272,063
5274,118
5276,089
5277,026
5279,042
5280,062
5281,090
5282,066
5284,119
5285,137
5288,121
5289,137
5290,100
5293,143
5295,079
5296,103
5297,092
5298,089
5299,097
5300,134
5302,116
5303,110
5305,088
5306,115
5308,107
5309,063
5310,069
5311,093
5313,073
5314,072
5316,108
5318,141
5319,057
5320,082
5321,095
5322,117
5323,107
5324,131
5325,172
5326,118
5327,118
5328,128
5330,114
5332,091
5333,083
5334,105
5335,094
5336,137
5338,061
5340,086
5341,086
5342,118
5343,139
5346,173
5347,090
5348,152
5350,134
5351,194
5352,076
5353,099
5356,064
5357,050
5358,049
5359,071
5360,029
5361,110
5363,116
5364,119
5365,107
5367,083
5368,109
5369,065
5371,032
5372,122
5373,113
5374,088
5375,131
5376,228
5377,159
5379,111
5381,086
5382,091
5383,044
5384,072
5385,107
5386,087
5387,117
5388,050
5389,071
5390,102
5391,098
5392,140
5393,145
5394,126
5395,162
5396,131
5397,131
5398,133
5399,127
5400,141
5401,078
5403,150
5404,092
5405,153
5407,083
5408,146
5409,052
5410,095
5411,093
5414,053
5415,073
5416,126
5417,095
5418,119
5420,099
5421,173
5422,093
5425,093
5427,121
5428,088
5429,088
5430,195
5432,120
5433,112
5434,094
5437,077
5439,102
5440,112
5442,121
5443,117
5444,105
5445,096
5447,090
5448,093
5449,110
5450,086
5451,095
5452,049
5453,065
5454,076
5455,063
5457,101
5460,111
5461,098
5464,150
5466,108
5467,054
5468,054
5470,054
5471,055
5472,054
5473,055
5474,055
5475,114
5476,055
5477,055
5478,055
5479,092
5481,087
5482,096
5483,126
5488,117
5490,087
5491,102
5492,106
5495,109
5496,110
5497,069
5498,119
5500,115
5501,108
5503,106
5504,096
5505,085
5506,061
5507,070
5508,103
5509,123
5510,111
5511,116
5512,107
5514,094
5515,123
5517,128
5518,100
5519,102
5520,146
5521,145
5522,103
5523,109
5526,111
5527,100
5529,125
5530,111
5531,146
5532,116
5534,115
5535,126
5537,168
5539,109
5540,107
5541,148
5542,092
5543,091
5544,086
5547,028
5548,135
5549,083
5550,087
5552,071
5553,105
5555,113
5557,105
5558,111
5559,119
5560,112
5561,106
5563,128
5564,163
5565,121
5566,087
5568,103
5569,097
5570,168
5571,131
5573,116
5575,045
5576,075
5577,071
5578,106
5579,122
5580,097
5581,101
5582,089
5583,121
5585,098
5587,130
5589,127
5590,115
5591,096
5592,086
5593,095
5594,093
5595,089
5596,119
5599,105
5600,106
5601,141
5604,088
5605,003
5606,094
5607,077
5608,133
5610,122
5613,052
5614,105
5615,072
5616,101
5620,136
5624,158
5626,143
5627,142
5628,127
5632,092
5633,097
5634,087
5636,083
5638,088
5639,095
5641,105
5643,016
5645,076
5647,096
5650,078
5651,107
5652,080
5653,100
5654,093
5655,049
5657,094
5659,099
5661,101
5666,089
5667,135
5668,107
5670,115
5671,084
5672,095
5673,110
5674,092
5675,095
5676,066
5677,123
5679,083
5681,086
5682,089
5683,134
5684,126
5685,108
5686,137
5687,087
5689,142
5690,080
5691,062
5693,160
5694,005
5695,155
5696,091
5697,094
5698,135
5699,135
5700,104
5702,097
5704,092
5707,087
5709,128
5710,101
5713,077
5714,093
5715,109
5716,110
5718,097
5720,073
5722,131
5723,116
5726,088
5727,106
5728,094
5730,085
5732,130
5736,107
5738,098
5739,094
5743,137
5744,101
5745,108
5747,096
5748,075
5749,083
5750,111
5751,075
5753,139
5754,117
5757,079
5759,046
5762,095
5763,092
5765,029
5766,045
5767,047
5769,129
5770,094
5771,153
5772,112
5773,088
5774,100
5775,083
5776,088
5778,093
5779,140
5780,103
5781,088
5783,086
5784,088
5790,152
5793,033
5794,128
5796,106
5797,069
5798,101
5800,128
5805,094
5806,052
5807,023
5808,140
5809,098
5810,089
5811,108
5812,086
5813,091
5814,122
5815,074
5816,106
5817,100
5819,061
5820,091
5824,113
5825,100
5828,132
5830,096
5831,096
5832,096
5833,091
5835,113
5839,076
5840,127
5841,096
5845,104
5846,095
5847,085
5848,106
5849,117
5852,108
5853,123
5856,105
5857,085
5858,078
5859,097
5860,099
5861,095
5863,042
5865,095
5866,135
5868,130
5869,115
5871,107
5872,044
5875,114
5876,107
5878,093
5879,094
5881,094
5882,113
5884,074
5886,085
5888,063
5889,104
5890,176
5893,028
5894,024
5895,059
5898,024
5899,025
5900,025
5901,024
5902,025
5903,024
5904,127
5906,113
5907,091
5909,108
5910,154
5914,082
5915,140
5916,137
5917,098
5918,086
5919,121
5920,119
5925,085
5927,103
5928,086
5929,092
5930,126
5931,123
5932,185
5933,123
5935,075
5936,112
5937,116
5939,093
5940,083
5941,094
5942,097
5946,108
5947,101
5948,099
5950,104
5952,120
5953,177
5954,162
5957,095
5959,084
5960,097
5962,080
5963,109
5964,088
5966,107
5968,140
5969,120
5971,110
5975,103
5976,112
5977,111
5978,133
5979,102
5981,124
5982,114
5983,148
5984,110
5985,091
5986,081
5987,116
5988,089
5989,072
5990,112
5991,101
5992,098
5993,081
5994,114
5996,125
5997,061
5999,048
6000,128
6001,081
6002,091
6004,121
6006,103
6007,155
6008,119
6010,137
6012,089
6013,087
6014,088
6015,094
6016,125
6017,086
6018,067
6019,078
6020,108
6021,102
6022,127
6024,093
6025,109
6026,115
6027,098
6032,084
6034,133
6035,121
6037,156
6039,135
6040,135
6041,148
6042,131
6044,091
6048,108
6049,130
6051,100
6052,093
6053,108
6054,117
6057,117
6058,095
6060,104
6061,078
6062,087
6064,088
6067,093
6069,107
6070,099
6071,094
6072,090
6073,140
6075,105
6078,091
6079,098
6080,113
6081,089
6083,114
6084,097
6085,097
6086,108
6088,080
6089,079
6090,064
6091,101
6092,115
6093,090
6094,117
6095,101
6097,095
6098,086
6099,094
6100,076
6102,085
6103,102
6106,100
6107,119
6108,087
6109,101
6110,133
6111,112
6112,102
6113,083
6115,089
6116,080
6117,018
6118,112
6119,100
6120,110
6122,096
6123,092
6125,063
6131,072
6132,093
6133,091
6134,073
6135,098
6136,118
6137,121
6138,095
6139,095
6141,116
6142,098
6143,101
6144,086
6145,099
6146,091
6147,130
6149,090
6150,101
6151,106
6152,059
6155,118
6156,120
6159,115
6160,098
6162,111
6163,116
6164,097
6165,095
6166,086
6167,114
6168,122
6169,028
6170,103
6171,122
6172,095
6173,093
6176,107
6177,082
6178,118
6180,119
6181,088
6182,102
6183,119
6184,097
6185,096
6186,103
6187,081
6189,118
6190,096
6191,106
6192,093
6194,109
6195,112
6197,112
6198,096
6199,089
6200,060
6201,113
6204,126
6205,109
6209,093
6213,101
6214,111
6216,107
6217,100
6218,104
6219,115
6220,092
6221,103
6225,090
6226,017
6227,105
6228,102
6231,103
6233,118
6234,105
6235,103
6236,095
6239,101
6241,123
6242,112
6243,114
6245,101
6247,053
6249,081
6251,100
6252,099
6253,102
6255,066
6256,112
6257,083
6261,101
6262,149
6263,099
6264,105
6265,120
6266,093
6268,121
6269,075
6270,092
6271,095
6272,100
6275,093
6277,124
6278,106
6279,154
6280,107
6281,096
6282,097
6283,083
6287,067
6288,151
6289,078
6290,085
6291,139
6292,069
6293,084
6297,088
6298,110
6299,086
6300,108
6302,104
6305,102
6306,113
6307,109
6308,106
6309,117
6313,121
6314,099
6315,139
6318,110
6319,104
6320,095
6323,122
6324,105
6325,096
6327,130
6328,097
6329,087
6331,106
6332,112
6333,148
6337,085
6338,107
6340,076
6341,103
6342,112
6345,095
6346,088
6348,116
6349,121
6350,082
6352,107
6353,087
6354,046
6355,103
6357,097
6360,091
6361,091
6362,111
6363,101
6364,104
6365,092
6366,113
6367,093
6368,151
6370,089
6371,124
6373,115
6375,084
6377,106
6378,097
6380,092
6383,086
6384,046
6386,124
6387,083
6389,100
6391,107
6392,115
6394,104
6395,101
6396,158
6399,095
6401,097
6404,097
6406,089
6408,161
6409,205
6410,123
6411,190
6413,108
6414,136
6419,161
6420,114
6422,128
6423,133
6425,119
6426,101
6427,086
6428,124
6431,105
6432,091
6433,094
6434,168
6436,136
6437,094
6441,085
6442,108
6444,101
6445,116
6446,071
6447,147
6448,088
6449,099
6450,096
6451,132
6452,085
6454,095
6457,097
6459,092
6463,135
6465,036
6466,079
6468,120
6469,053
6470,094
6471,111
6472,123
6474,103
6475,111
6479,123
6480,114
6484,100
6485,084
6486,075
6487,118
6489,096
6490,102
6491,108
6496,099
6497,103
6498,093
6499,101
6500,112
6501,099
6503,129
6504,106
6505,100
6507,209
6508,024
6509,105
6511,093
6513,112
6514,052
6516,106
6518,123
6521,090
6523,140
6525,095
6526,100
6527,121
6528,097
6530,141
6533,118
6535,105
6536,133
6537,076
6538,093
6542,098
6543,086
6544,130
6545,113
6547,098
6548,084
6549,091
6550,104
6551,133
6552,105
6555,149
6556,093
6557,088
6558,131
6559,044
6560,119
6563,099
6564,096
6567,070
6568,107
6569,083
6570,110
6571,116
6572,088
6574,095
6575,096
6576,101
6578,083
6579,121
6580,087
6581,156
6583,087
6585,118
6589,030
6594,095
6595,107
6596,096
6597,110
6598,118
6599,089
6600,085
6602,107
6603,086
6604,083
6605,108
6606,138
6608,119
6609,093
6610,030
6611,091
6612,087
6613,121
6614,095
6615,103
6616,201
6617,179
6618,113
6619,110
6620,094
6621,127
6622,087
6623,087
6624,098
6625,098
6626,082
6627,085
6628,090
6631,046
6632,046
6633,046
6635,103
6637,137
6638,068
6639,107
6640,100
6642,195
6643,098
6644,138
6645,040
6646,137
6647,097
6648,136
6649,138
6650,129
6651,090
6652,116
6653,130
6654,060
6656,088
6657,040
6658,094
6662,113
6663,098
6665,119
6666,091
6667,095
6670,054
6676,086
6679,132
6680,044
6681,104
6682,091
6683,070
6685,102
6687,093
6688,092
6689,114
6692,104
6694,115
6696,085
6697,085
6698,138
6699,040
6702,059
6704,082
6705,107
6706,104
6708,090
6709,121
6712,090
6713,085
6714,099
6717,104
6719,126
6720,097
6722,091
6723,106
6724,095
6726,111
6728,106
6729,108
6730,084
6731,122
6732,111
6733,094
6734,123
6735,086
6737,095
6738,108
6740,094
6742,094
6743,087
6744,124
6745,141
6746,091
6747,093
6748,143
6750,148
6751,091
6752,103
6753,141
6755,110
6756,155
6757,093
6758,078
6759,118
6760,088
6761,089
6762,140
6763,094
6764,124
6767,110
6768,089
6769,100
6771,094
6772,096
6773,116
6774,092
6775,091
6776,111
6779,098
6780,102
6781,097
6783,125
6784,125
6785,132
6786,133
6789,076
6790,117
6791,090
6793,066
6797,105
6799,119
6800,136
6803,052
6805,081
6806,077
6807,108
6808,130
6809,120
6810,102
6811,116
6812,067
6814,090
6815,100
6816,123
6818,090
6819,120
6820,092
6821,093
6822,116
6823,107
6826,095
6827,087
6828,111
6830,014
6832,101
6833,091
6834,105
6835,103
6836,103
6837,090
6839,081
6840,120
6841,107
6842,090
6843,047
6844,111
6845,094
6846,092
6847,092
6848,099
6850,253
6851,124
6852,111
6854,032
6855,098
6856,086
6857,105
6859,100
6860,104
6863,123
6864,100
6865,105
6866,085
6867,108
6868,097
6869,097
6870,091
6871,096
6872,093
6873,122
6874,090
6875,163
6877,110
6878,143
6879,104
6880,103
6881,105
6883,094
6884,121
6886,093
6889,120
6890,095
6891,041
6892,097
6893,084
6894,046
6896,094
6897,094
6898,105
6899,081
6901,103
6903,122
6904,098
6909,090
6910,111
6911,097
6912,091
6913,089
6915,115
6917,098
6918,092
6919,106
6920,139
6921,081
6923,083
6924,123
6925,096
6926,118
6927,110
6928,094
6929,058
6930,096
6931,107
6932,097
6933,103
6935,024
6937,091
6938,136
6940,130
6942,091
6943,104
6944,094
6945,108
6946,091
6948,058
6951,099
6954,106
6955,126
6956,096
6959,093
6966,106
6967,103
6969,130
6972,091
6975,115
6976,091
6977,092
6978,103
6981,072
6982,138
6984,098
6985,125
6987,093
6988,111
6989,112
6990,090
6991,101
6992,101
6993,098
6994,111
6995,117
6997,041
7000,092
7002,117
7003,092
7004,088
7005,126
7008,157
7009,116
7011,047
7012,100
7014,114
7015,128
7016,101
7017,108
7019,053
7021,099
7023,089
7024,090
7027,111
7028,083
7029,085
7030,135
7031,094
7032,104
7033,132
7034,089
7035,097
7036,067
7037,086
7038,158
7039,072
7040,110
7042,098
7043,099
7044,082
7047,180
7050,107
7051,077
7052,123
7053,023
7054,023
7055,023
7057,122
7058,131
7059,077
7060,125
7061,125
7062,139
7063,088
7066,107
7067,096
7068,087
7069,104
7070,133
7071,093
7072,042
7078,056
7079,066
7080,092
7081,058
7082,130
7084,091
7086,108
7087,151
7089,030
7090,030
7091,146
7092,127
7093,098
7094,125
7095,096
7096,135
7097,088
7102,099
7103,078
7104,097
7111,100
7112,102
7113,081
7114,084
7115,088
7116,095
7117,108
7119,108
7122,096
7123,061
7124,063
7125,046
7126,078
7127,086
7129,176
7130,145
7131,089
7133,098
7134,060
7135,057
7136,060
7137,070
7138,074
7139,071
7140,074
7141,063
7142,119
7145,099
7146,117
7147,106
7149,094
7151,108
7155,087
7157,133
7158,106
7159,104
7161,094
7162,114
7163,107
7166,094
7167,059
7168,130
7170,089
7171,081
7172,102
7173,074
7176,047
7178,095
7179,046
7180,088
7181,118
7182,094
7183,114
7185,083
7186,119
7188,079
7196,114
7197,094
7199,111
7201,085
7202,088
7203,082
7205,082
7207,096
7208,100
7209,104
7210,101
7211,099
7212,098
7213,102
7214,100
7215,067
7216,064
7220,096
7222,134
7223,173
7226,113
7227,115
7228,126
7229,096
7230,093
7231,091
7233,027
7235,110
7239,090
7240,128
7242,128
7243,098
7244,108
7246,024
7247,024
7248,024
7250,024
7252,024
7253,046
7255,024
7256,124
7258,088
7259,125
7261,089
7262,162
7263,128
7264,072
7265,090
7267,123
7268,076
7270,096
7272,107
7275,102
7277,053
7279,110
7281,102
7282,086
7284,089
7285,117
7287,080
7288,095
7291,078
7293,090
7294,121
7295,099
7296,137
7297,146
7298,125
7299,115
7302,143
7307,109
7309,137
7310,096
7311,114
7312,094
7314,090
7315,104
7319,190
7320,100
7321,109
7322,116
7324,092
7325,095
7326,104
7327,098
7328,135
7329,113
7330,040
7333,094
7334,087
7335,102
7336,084
7337,108
7339,085
7340,094
7342,061
7343,085
7344,121
7345,094
7346,083
7347,114
7348,092
7349,105
7351,113
7352,097
7357,097
7359,083
7362,095
7364,093
7366,086
7367,110
7368,099
7370,106
7371,112
7372,116
7373,121
7374,062
7375,119
7376,095
7377,130
7378,119
7379,132
7389,086
7391,145
7392,090
7393,144
7394,106
7395,117
7396,130
7397,078
7401,113
7403,082
7404,081
7405,105
7407,126
7408,127
7409,109
7410,156
7412,106
7414,093
7415,110
7418,091
7419,113
7420,097
7421,115
7422,101
7424,091
7426,066
7427,076
7428,068
7429,050
7432,127
7433,100
7434,029
7435,125
7436,116
7437,166
7438,106
7439,106
7440,113
7444,093
7445,096
7447,099
7448,066
7449,119
7451,115
7453,130
7454,120
7456,093
7458,094
7459,111
7460,094
7462,132
7463,109
7466,081
7467,094
7468,100
7469,096
7470,090
7471,066
7472,095
7475,103
7476,061
7477,109
7478,147
7479,123
7480,098
7481,073
7482,092
7487,128
7489,093
7490,078
7491,068
7494,098
7495,074
7496,119
7497,109
7498,086
7501,123
7502,096
7504,083
7505,101
7506,095
7507,091
7509,090
7510,093
7511,038
7512,106
7514,094
7515,089
7516,091
7517,094
7518,072
7519,094
7521,095
7523,149
7524,124
7525,099
7526,073
7527,108
7528,131
7529,080
7531,084
7532,135
7535,106
7536,081
7538,093
7541,096
7545,105
7546,102
7547,092
7548,098
7549,017
7550,124
7551,102
7552,103
7557,099
7558,130
7559,052
7561,091
7562,087
7563,096
7564,092
7565,140
7567,096
7568,093
7569,032
7570,118
7572,110
7573,095
7574,203
7575,082
7576,107
7577,096
7579,075
7582,109
7585,103
7586,097
7587,089
7588,086
7589,097
7590,069
7591,098
7592,098
7593,093
7594,089
7595,120
7596,088
7597,090
7599,091
7603,059
7604,048
7607,078
7608,094
7609,090
7611,102
7613,050
7614,084
7615,126
7616,082
7619,098
7621,086
7623,106
7624,105
7625,093
7626,105
7627,072
7628,100
7629,089
7631,100
7632,104
7633,085
7635,086
7636,099
7638,100
7640,108
7641,106
7642,108
7643,093
7644,102
7646,074
7647,080
7648,092
7649,093
7652,109
7654,132
7656,069
7657,101
7658,097
7659,091
7662,094
7665,147
7667,129
7671,049
7673,093
7675,133
7676,140
7679,045
7680,068
7681,191
7683,135
7684,105
7685,092
7686,091
7687,081
7688,124
7689,101
7690,106
7691,137
7692,015
7693,171
7694,148
7695,132
7696,147
7697,151
7700,097
7701,117
7702,095
7704,090
7705,104
7706,111
7707,112
7708,107
7710,078
7713,096
7714,088
7716,078
7718,054
7719,063
7722,093
7723,087
7724,085
7726,157
7727,116
7728,113
7729,089
7731,107
7732,117
7734,112
7736,094
7737,081
7739,120
7741,115
7742,103
7744,072
7745,088
7747,098
7748,115
7751,130
7754,160
7757,061
7758,101
7760,109
7761,092
7762,131
7763,120
7764,159
7765,089
7768,126
7769,154
7770,096
7771,012
7772,105
7773,089
7774,158
7776,104
7778,088
7780,094
7781,088
7782,099
7783,111
7784,044
7786,090
